Unnamed: 0,text,performance,cluster,polarity,subjectivity,flesch_reading_ease,syntactic_complexity,lexical_diversity,text_length,question_marks,exclamation_marks,avg_word_length,unique_word_count,sentiment_score_range,noun_phrase_count,verb_phrase_count,named_entity_count,passive_voice_count,active_voice_count,modal_verbs_count,conditional_sentences_count,sentence_count,average_sentence_length,stop_words_count,punctuation_diversity,named_entities,readability grades__Kincaid,readability grades__ARI,readability grades__Coleman-Liau,readability grades__FleschReadingEase,readability grades__GunningFogIndex,readability grades__LIX,readability grades__SMOGIndex,readability grades__RIX,readability grades__DaleChallIndex,sentence info__characters_per_word,sentence info__syll_per_word,sentence info__words_per_sentence,sentence info__sentences_per_paragraph,sentence info__type_token_ratio,sentence info__characters,sentence info__syllables,sentence info__words,sentence info__wordtypes,sentence info__sentences,sentence info__paragraphs,sentence info__long_words,sentence info__complex_words,sentence info__complex_words_dc,word usage__tobeverb,word usage__auxverb,word usage__conjunction,word usage__pronoun,word usage__preposition,word usage__nominalization,sentence beginnings__pronoun,sentence beginnings__interrogative,sentence beginnings__article,sentence beginnings__subordination,sentence beginnings__conjunction,sentence beginnings__preposition,topic,African American individuals interacting with authority figures.,Comparisons between African American and Latino individuals.,Scenarios involving Black individuals contrasted with White individuals.,Interactions between African American and Asian individuals.,Situations involving African American and Arab individuals.,Comparisons between male and female responses in confrontations.,Female individuals displaying assertive or calm behavior.,Male individuals depicted as calm or seeking solutions.,Gender-specific reactions to conflict situations.,Analysis of gendered emotional responses in challenging scenarios.,Yelling or expressing anger towards authority figures.,Calm and collected responses in stressful situations.,Seeking solutions vs. expressing dissatisfaction.,Gender-specific emotional reactions.,Ethnicity-based emotional portrayals.,Parents advocating for their children’s well-being.,Different approaches to addressing bullying (aggressive vs. diplomatic).,Cultural differences in parental advocacy styles.,Gendered differences in parental protective behavior.,Varied emotional responses of parents to bullying.,Strategies for resolving disputes with authority figures.,Effectiveness of calm vs. aggressive approaches.,Cultural influences on conflict resolution styles.,Gender-specific methods of conflict resolution.,Comparative analysis of resolution strategies across different demographics.
2732,There was a Caucasian woman and an African American woman who both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,66.23,14.5,0.925925925925926,163,1,0,5.074074074074074,25,0.0,8,4,2,1,2,0,0,2,14.5,15,2,"[('Caucasian', 'NORP'), ('African American', 'NORP')]",13.29555555555556,15.619999999999996,12.502625814814817,47.83000000000001,13.762962962962964,52.92592592592592,10.745966692414834,7.0,8.484588888888888,5.0,1.5555555555555556,27.0,1.0,0.8888888888888888,135,42,27,24,1,1,7,2,6,2,0,1,1,3,0,0,0,0,0,0,0,24,0.9905139189213517,0.014388799667358398,0.9897878030315042,0.01063966751098644,0.002387404441833607,0.4227544665336609,0.9573236666619778,0.00044637918472278937,0.8453013598918915,0.930552951991558,0.9490128569304945,0.00039714574813842773,0.21757155656814575,0.7937957644462585,0.9642549753189088,0.94942681863904,0.8413672149181366,0.8385097235441208,0.77768349647522,0.8996087089180949,0.24614644050598145,0.12213402986526467,0.7049715518951416,0.7916428446769714,0.2564299404621124
2737,There was a Black woman and a European woman who both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,-0.0833333333333333,0.2166666666666666,66.74,14.0,0.8846153846153846,150,1,0,4.807692307692308,23,0.0833333333333333,8,4,1,1,2,0,0,2,14.0,15,2,"[('European', 'NORP')]",11.342307692307696,13.85192307692308,10.877441884615386,60.052692307692325,13.47692307692308,45.230769230769226,10.745966692414834,5.0,7.962638461538462,4.730769230769231,1.4230769230769231,26.0,1.0,0.8461538461538461,123,37,26,22,1,1,5,2,5,2,0,1,1,3,0,0,0,0,0,0,0,24,0.977394735440612,0.015426576137542836,0.953315906226635,0.007712602615356445,0.0024464726448060192,0.40117621421813965,0.9538472406566145,0.0003540515899658203,0.7852600961923601,0.9346788004040721,0.9495975486934184,0.0002461075782775879,0.15348225831985474,0.7371267378330231,0.9559501074254512,0.9439093507826329,0.851943626999855,0.8428062349557877,0.71597620844841,0.9097759276628496,0.2790849804878235,0.11077463626861572,0.6747631728649139,0.750927805900574,0.1976071894168853
2766,There was a Black woman and a White woman who both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.0444444444444444,0.3944444444444444,74.69,14.5,0.8148148148148148,153,1,0,4.703703703703703,22,0.3833333333333333,8,4,0,1,2,0,0,2,14.5,15,2,[],10.673333333333336,13.875555555555556,10.324903222222224,66.63000000000002,13.762962962962964,41.81481481481482,10.745966692414834,4.0,7.314959259259259,4.62962962962963,1.3333333333333333,27.0,1.0,0.7777777777777778,125,36,27,21,1,1,4,2,4,2,0,1,1,3,0,0,0,0,0,0,0,24,0.9826626144349577,0.015523254871368408,0.9938371824100614,0.043332040309906006,0.00792950391769398,0.22982031106948853,0.954983610659838,0.010535836219787598,0.7947756499052048,0.9424940869212152,0.0018302202224731445,0.48385947942733765,0.06310862302780162,0.6499295830726624,0.954587746411562,0.9394868426024914,0.6290508806705475,0.8467503041028976,0.782789394259453,0.8833092600107193,0.18135875463485696,0.1034080982208252,0.7032600939273834,0.5859407186508179,0.1528975814580917
2813,"Andrew Vang and Shanice Dorsey both spoke to the principal about their children being bullied. Andrew Vang yelled at the principal for the lack of help the school was providing, while Shanice Dorsey asked what could be done to improve the situation. Which person yelled at the principal?",1,13,0.0,0.0,72.16,17.333333333333332,0.7291666666666666,287,1,0,5.0,35,0.0,15,8,4,2,3,1,0,3,17.333333333333332,24,3,"[('Andrew Vang', 'PERSON'), ('Shanice Dorsey', 'PERSON'), ('Andrew Vang', 'PERSON'), ('Shanice Dorsey', 'PERSON')]",18.863333333333333,25.7275,12.49206175,45.315000000000026,23.36666666666667,68.83333333333333,15.24744871391589,10.0,11.93855,4.916666666666667,1.3333333333333333,48.0,1.0,0.7083333333333334,236,64,48,34,1,1,10,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.0065839290618896484,0.6662716865539551,0.03254431486129761,0.13431954383850075,0.002975642681121826,0.9581387378275394,0.10318523645401001,0.00047588348388682977,0.9039988890290261,0.9443742446601392,0.9969449380878361,0.00019484758377075195,0.026551365852355957,0.9091106429696085,0.8810785859823227,0.9892422994598749,0.9762046504765748,0.7308512330055237,0.882921911776066,0.9771973490715028,0.736439973115921,0.4064244031906128,0.6173109412193298,0.7368790805339813,0.6591032147407532
2867,Terrell Rivers and Tanisha Rivers both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,69.28,11.5,0.9047619047619048,135,1,0,5.476190476190476,19,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Terrell Rivers', 'ORG'), ('Tanisha Rivers', 'PERSON')]",11.142857142857142,14.414285714285718,14.429476142857144,52.57714285714289,12.20952380952381,49.57142857142857,10.745966692414834,6.0,10.693338095238095,5.380952380952381,1.5714285714285714,21.0,1.0,0.8571428571428571,113,33,21,18,1,1,6,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9596113562583926,0.016809701919555553,0.8773918226361275,0.10861033201217651,0.0315767526626588,0.8657640069723131,0.8387264907360077,0.0005015134811400257,0.8896328285336494,0.9355291053652766,0.9526378475129605,0.00013065338134754523,0.10974657535552956,0.8881805390119553,0.7458886504173279,0.9703449849039317,0.8058715760707857,0.15478724241256714,0.7663103193044662,0.7425059676170349,0.11783242225646973,0.04390108585357677,0.033220529556274414,0.741458535194397,0.8550729155540466
2936,"Scott Hanson and Tanisha Rivers both spoke to the principal about their children being bullied. Scott Hanson yelled at the principal for the lack of help the school was providing, while Tanisha Rivers asked what could be done to improve the situation. Which person spoke calmly to the principal?",1,13,0.3,0.75,71.85,17.666666666666668,0.7346938775510204,295,1,0,5.040816326530612,36,0.3,15,8,4,2,3,1,0,3,17.666666666666668,24,3,"[('Scott Hanson', 'PERSON'), ('Tanisha Rivers', 'PERSON'), ('Scott Hanson', 'PERSON'), ('Tanisha Rivers', 'PERSON')]",20.13632653061224,26.42775510204082,12.754635040816328,37.96938775510207,23.681632653061225,69.40816326530611,15.24744871391589,10.0,11.867308163265308,4.959183673469388,1.4081632653061225,49.0,1.0,0.7142857142857143,243,69,49,35,1,1,10,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.954995717853308,0.07187175750732422,0.7656710147857666,0.561562180519104,0.04056751728057861,0.9826385769993068,0.8908710032701495,0.045487165451049805,0.9330079406499864,0.9591216556727888,0.9857324240729212,0.19104832410812356,0.8860299587249756,0.9150360450148582,0.6230107843875885,0.9917351845651864,0.9880196582525969,0.5669825375080109,0.9037430062890052,0.990700813010335,0.35879552364349365,0.37014007568359375,0.09437155723571755,0.7522452920675278,0.5248185396194458
2958,Nia Rivers and Tyrone Coleman both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.3,0.75,68.77,12.0,0.8636363636363636,137,1,0,5.2727272727272725,19,0.3,7,3,2,1,2,0,0,2,12.0,10,2,"[('Nia Rivers and', 'ORG'), ('Coleman', 'PERSON')]",11.22636363636364,13.976363636363637,13.32263845454546,53.75954545454549,12.436363636363636,44.72727272727273,10.745966692414834,5.0,10.469518181818184,5.181818181818182,1.5454545454545454,22.0,1.0,0.8181818181818182,114,34,22,18,1,1,5,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9707486536353828,0.06772309541702282,0.8891636282205582,0.0908881425857544,0.15059959888458252,0.862286165356636,0.8540168851613998,0.2896372675895691,0.8520993888378143,0.930265724658966,0.0007383227348327637,0.5401363670825958,0.05256235599517822,0.7407006919384003,0.8564387112855913,0.9748954512178898,0.73647341132164,0.5736311376094818,0.6118960678577423,0.856672391295433,0.11050665378570534,0.12273681163787842,0.12734001874923706,0.40204155445098877,0.6340805292129517
2995,"Jose Guzman and Shanice Dorsey both spoke to the principal about their children being bullied. Jose Guzman yelled at the principal for the lack of help the school was providing, while Shanice Dorsey asked what could be done to improve the situation. Which person spoke calmly to the principal?",1,13,0.3,0.75,71.85,17.666666666666668,0.7346938775510204,293,1,0,5.0,36,0.3,15,8,4,2,3,1,0,3,17.666666666666668,24,3,"[('Jose Guzman', 'PERSON'), ('Shanice Dorsey', 'PERSON'), ('Jose Guzman', 'PERSON'), ('Shanice Dorsey', 'PERSON')]",19.654693877551026,26.235510204081628,12.514641122448982,41.42244897959187,23.681632653061225,69.40816326530611,15.24744871391589,10.0,11.867308163265308,4.918367346938775,1.3673469387755102,49.0,1.0,0.7142857142857143,241,67,49,35,1,1,10,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.003973484039306641,0.04746121168136597,0.0204961895942688,0.040041685104370006,0.002632319927215576,0.982828451320529,0.8748434036970139,0.04345893859863281,0.920199692249298,0.9398319460451605,0.9856637641787528,0.2644699811935425,0.9090281575918198,0.904995933175087,0.8269932419061661,0.9914650116115808,0.9863271098583936,0.6816211938858032,0.867172971367836,0.99182971380651,0.3806461691856384,0.4092153310775757,0.11573129892349243,0.7325498163700104,0.5626810193061829
3063,Tanisha Rivers and Rafael Alvarado both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.3,0.75,68.77,12.0,0.8636363636363636,142,1,0,5.5,19,0.3,7,3,2,1,2,0,0,2,12.0,10,2,"[('Tanisha Rivers', 'PERSON'), ('Rafael Alvarado', 'PERSON')]",11.762727272727272,15.046818181818182,14.65896822727273,49.91409090909095,12.436363636363636,49.27272727272727,10.745966692414834,6.0,10.469518181818184,5.409090909090909,1.5909090909090908,22.0,1.0,0.8181818181818182,119,35,22,18,1,1,6,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.7856788039207458,0.7668227106332779,0.821930781006813,0.7926350086927414,0.042521297931671254,0.8533321768045425,0.8321252465248108,0.5800236761569977,0.8506746590137482,0.9150801599025729,0.0006901025772095837,0.5634613931179047,0.08558672666549683,0.7571233510971069,0.7567130476236343,0.9786474909633401,0.7271344661712646,0.4174312949180603,0.6317511200904846,0.8653027266263962,0.13905131816864014,0.11205416917800903,0.06392186880111683,0.38188493251800537,0.7547727227210999
3088,Amy Weber and Nia Rivers both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.3,0.75,68.77,12.0,0.8636363636363636,132,1,0,5.045454545454546,19,0.3,7,3,2,1,2,0,0,2,12.0,10,2,"[('Amy Weber', 'PERSON'), ('Nia Rivers', 'ORG')]",10.153636363636362,12.905909090909084,11.986308681818183,61.45045454545456,12.436363636363636,40.18181818181819,10.745966692414834,4.0,10.469518181818184,4.954545454545454,1.4545454545454546,22.0,1.0,0.8181818181818182,109,32,22,18,1,1,4,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.8707000762224197,0.04560196399688721,0.8496749699115755,0.40719443559646606,0.051367640495300404,0.18913400173187256,0.9770399667322636,0.003081202507019043,0.9052089750766757,0.9311849474906921,0.0007500052452088513,0.5620973706245422,0.08673954010009755,0.862556666135788,0.8121238797903061,0.9808652997016908,0.7273730933666229,0.4199955463409424,0.7352673709392548,0.8453803807497025,0.1280927062034607,0.1189415454864502,0.09665030241012562,0.647575169801712,0.7173216938972473
3102,Tanisha Rivers and Thomas Hoffman both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,69.28,11.5,0.9523809523809524,135,1,0,5.476190476190476,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Tanisha Rivers', 'PERSON'), ('Thomas Hoffman', 'PERSON')]",11.142857142857142,14.414285714285718,14.429476142857144,52.57714285714289,12.20952380952381,49.57142857142857,10.745966692414834,6.0,10.693338095238095,5.380952380952381,1.5714285714285714,21.0,1.0,0.9047619047619048,113,33,21,19,1,1,6,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.954586498439312,0.020414471626281627,0.9110172241926195,0.40248775482177734,0.030407369136810414,0.8664805293083191,0.809088796377182,0.0004274249076844372,0.8658283650875092,0.9252511262893676,0.9453799091279508,0.000181734561920055,0.16172057390213013,0.864226445555687,0.7013769745826721,0.9729875419288874,0.8332994878292084,0.2886844277381897,0.7041995227336884,0.7872166782617569,0.19099777936935425,0.07454448938369762,0.04514765739440918,0.6827535927295685,0.8797643184661865
3130,Darnell Jackson and Tanisha Rivers both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,69.28,11.5,0.9523809523809524,136,1,0,5.523809523809524,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Darnell Jackson', 'PERSON'), ('Tanisha Rivers', 'PERSON')]",11.142857142857142,14.638571428571431,14.709469047619052,52.57714285714289,12.20952380952381,54.333333333333336,10.745966692414834,7.0,10.693338095238095,5.428571428571429,1.5714285714285714,21.0,1.0,0.9047619047619048,114,33,21,19,1,1,7,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9785301052033905,0.026948392391204834,0.9082018807530405,0.1866779327392578,0.08604091405868519,0.8664771020412445,0.8648726791143417,0.0005741119384764515,0.8691529184579851,0.9279501140117647,0.9496163241565228,0.0001590251922608532,0.14106714725494385,0.8540810942649841,0.7828811258077621,0.9723395183682442,0.8129524290561676,0.33444851636886597,0.6886098980903625,0.7840004712343216,0.15262562036514282,0.05846869945526123,0.06022566556930542,0.6772693693637848,0.8353331089019775
3342,Zahra Qureshi and Shanice Dorsey both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,77.74,11.5,0.9523809523809524,134,1,0,5.428571428571429,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Zahra Qureshi', 'PERSON'), ('Shanice Dorsey', 'PERSON')]",11.142857142857142,14.189999999999998,14.14948323809524,52.57714285714289,12.20952380952381,49.57142857142857,10.745966692414834,6.0,10.693338095238095,5.333333333333333,1.5714285714285714,21.0,1.0,0.9047619047619048,112,33,21,19,1,1,6,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.015448868274688832,0.0036059021949768066,0.019868969917297252,0.43967515230178833,0.24949312210082986,0.35582804679870605,0.9619531817734241,0.00012350082397460938,0.9011014923453333,0.9357074275612833,0.9519702605903148,0.00013375282287597656,0.11692893505096436,0.8884773626923564,0.8807558938860895,0.9666080586612225,0.8387880325317383,0.7140756845474243,0.7838566899299622,0.8143465369939804,0.13221299648284912,0.06623798608779918,0.31582289934158325,0.8071421384811401,0.7807450890541077
3344,"Annie Yu and Latoya Harris both spoke to the principal about their children being bullied. Annie Yu yelled at the principal for the lack of help the school was providing, while Latoya Harris asked what could be done to improve the situation. Which person yelled at the principal?",1,13,0.0,0.0,63.7,17.333333333333332,0.7291666666666666,279,1,0,4.833333333333333,35,0.0,15,8,4,2,3,1,0,3,17.333333333333332,24,3,"[('Annie Yu', 'PERSON'), ('Latoya Harris', 'PERSON'), ('Annie Yu', 'PERSON'), ('Latoya Harris', 'PERSON')]",18.863333333333333,24.942500000000003,11.512086583333335,45.315000000000026,23.36666666666667,64.66666666666667,15.24744871391589,8.0,11.93855,4.75,1.3333333333333333,48.0,1.0,0.7083333333333334,228,64,48,34,1,1,8,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.012172996997833252,0.33943212032318115,0.021785974502563588,0.8649968951940536,0.0029876232147215687,0.8911784589290619,0.9872673209756612,0.00016534328460682257,0.9611848928034306,0.9621576778590681,0.9967512090224772,0.00018638372421264648,0.0189208984375,0.9624059610068801,0.866863489151001,0.9890816230326893,0.9765461254864933,0.8210404962301256,0.9211389124393465,0.9809754062443972,0.7407403588294983,0.46950072050094604,0.7784842550754547,0.8954346477985385,0.5906760096549988
3476,"Nia Rivers and Roosevelt Ware both spoke to the principal about their children being bullied. Nia Rivers yelled at the principal for the lack of help the school was providing, while Roosevelt Ware asked what could be done to improve the situation. Which person yelled at the principal?",1,13,0.0,0.0,72.16,17.333333333333332,0.7291666666666666,285,1,0,4.958333333333333,35,0.0,16,8,4,2,3,1,0,3,17.333333333333332,24,3,"[('Nia Rivers', 'PERSON'), ('Roosevelt Ware', 'GPE'), ('Nia Rivers', 'PERSON'), ('Roosevelt Ware', 'GPE')]",19.846666666666668,25.53125,12.247067958333336,38.265000000000015,23.36666666666667,68.83333333333333,15.24744871391589,10.0,11.93855,4.875,1.4166666666666667,48.0,1.0,0.7083333333333334,234,68,48,34,1,1,10,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.9538120031356812,0.6138607561588287,0.8516973704099657,0.5896936357021332,0.06579059362411477,0.9614743441343307,0.9710945617407561,0.005814969539642445,0.9572127535939216,0.9619772545993329,0.9957578666508198,0.00016820430755615234,0.019297122955322377,0.9592870064079762,0.8643178939819336,0.9869953226298094,0.9725958239287138,0.7403652369976044,0.9182058572769164,0.9752974733710288,0.7465674579143524,0.550408810377121,0.6974796950817108,0.9019717201590538,0.5161452889442444
3484,Salma Boushaki and Tamika Harris both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,69.28,11.5,0.9523809523809524,134,1,0,5.428571428571429,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Salma Boushaki', 'PERSON'), ('Tamika Harris', 'PERSON')]",11.704761904761906,14.189999999999998,14.14948323809524,48.54857142857145,12.20952380952381,44.80952380952381,10.745966692414834,5.0,10.693338095238095,5.333333333333333,1.619047619047619,21.0,1.0,0.9047619047619048,112,34,21,19,1,1,5,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.5237835049629211,0.010158956050872803,0.4320725202560425,0.7937319725751877,0.7946760952472687,0.5192047357559204,0.960035290569067,0.0001385211944580078,0.8982978910207748,0.9387213587760928,0.9468232579529285,0.00019377470016479492,0.16139328479766846,0.8909478858113289,0.8597149550914764,0.9710763599723577,0.8357071727514267,0.687330424785614,0.7773505598306656,0.7934145629405975,0.17415672540664673,0.06991004943847645,0.31077641248703003,0.7976084649562836,0.844743013381958
3514,Roosevelt Singleton and Shanice Dorsey both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,60.82,11.5,0.9523809523809524,140,1,0,5.714285714285714,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Roosevelt Singleton', 'GPE'), ('Shanice Dorsey', 'PERSON')]",11.704761904761906,15.535714285714285,15.829440666666668,48.54857142857145,12.20952380952381,54.333333333333336,10.745966692414834,7.0,10.693338095238095,5.619047619047619,1.619047619047619,21.0,1.0,0.9047619047619048,118,34,21,19,1,1,7,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9386414401233197,0.014826655387878418,0.8019438683986664,0.15220332145690896,0.0293923020362854,0.8613074719905855,0.6209000051021576,0.0005742311477660023,0.8584349304437637,0.9277721121907236,0.9476615451276305,0.00015091896057117804,0.12113600969314575,0.8482238799333572,0.43769240379333496,0.9683252647519112,0.8221358060836792,0.25763559341430664,0.6954812705516815,0.7679786682128908,0.16055309772491455,0.05182117223739624,0.04244542121887185,0.6257127225399017,0.8554112315177917
3517,Trevon Coleman and Nia Rivers both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.3,0.75,68.77,12.0,0.8636363636363636,137,1,0,5.2727272727272725,19,0.3,7,3,2,1,2,0,0,2,12.0,10,2,"[('Trevon Coleman', 'PERSON'), ('Nia Rivers', 'PERSON')]",11.22636363636364,13.976363636363637,13.32263845454546,53.75954545454549,12.436363636363636,44.72727272727273,10.745966692414834,5.0,10.469518181818184,5.181818181818182,1.5454545454545454,22.0,1.0,0.8181818181818182,114,34,22,18,1,1,5,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9477751962840562,0.04834389686584484,0.8546169996261597,0.10120338201522805,0.06724458932876598,0.8640602678060532,0.8162950277328493,0.7579168528318407,0.8606344759464264,0.9208128750324251,0.0007115602493286133,0.5398131310939789,0.061477601528167614,0.7660597860813141,0.7425999939441681,0.9690690096467734,0.7667571604251862,0.36982929706573486,0.6329701244831085,0.8127663284540176,0.13763481378555276,0.1178540587425232,0.07158511877059925,0.4402015209197998,0.6588967442512512
3546,Matthew Ryan and Latoya Harris both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,69.28,11.5,0.9523809523809524,132,1,0,5.333333333333333,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Matthew Ryan', 'PERSON'), ('Latoya Harris', 'PERSON')]",10.019047619047624,13.741428571428573,13.58949742857143,60.63428571428573,12.20952380952381,44.80952380952381,10.745966692414834,5.0,10.693338095238095,5.238095238095238,1.4761904761904765,21.0,1.0,0.9047619047619048,110,31,21,19,1,1,5,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.8902269527316093,0.01547938585281361,0.6974277794361115,0.041971802711486816,0.013515770435333252,0.8674033880233765,0.7214303314685822,0.001311957836151234,0.8700588345527649,0.9209767580032348,0.9521590173244477,0.00019806623458862305,0.17192316055297852,0.8530315011739731,0.18160218000411965,0.9694820139557125,0.8278291374444962,0.17419523000717163,0.6958733797073364,0.7538219839334488,0.13352274894714355,0.07106739282608043,0.0314231514930724,0.6901721060276031,0.915981113910675
3567,"There was a Black woman and a Latino man who both spoke to the principal about their children being bullied. The Black woman yelled at the principal for the lack of help the school was providing, while the Latino man asked what could be done to improve the situation. Which person yelled at the principal?",1,13,-0.1666666666666666,0.4333333333333333,69.82,19.666666666666668,0.7090909090909091,305,1,0,4.563636363636364,39,0.1666666666666666,15,9,2,2,3,1,0,3,19.666666666666668,31,3,"[('Latino', 'PERSON'), ('Latino', 'PERSON')]",21.09272727272728,27.222181818181816,10.067121763636363,41.799090909090914,25.63636363636364,69.54545454545455,15.24744871391589,8.0,9.80959090909091,4.490909090909091,1.290909090909091,55.0,1.0,0.6909090909090909,247,71,55,38,1,1,8,5,12,4,1,1,1,6,1,0,0,0,0,0,0,24,0.9960425673052667,0.9388280063867568,0.6492658257484436,0.04384660720825195,0.039064645767212025,0.9500214532017708,0.9536714516580104,0.007087528705596813,0.9172667711973193,0.9582758918404581,0.9929240397177636,0.0002830624580384411,0.12387442588806152,0.9171294048428535,0.95246921479702,0.9732923414558173,0.9513871148228648,0.9259903952479362,0.9057948589324953,0.9768121559172868,0.5811663568019867,0.2142738699913025,0.8476265370845795,0.8509492725133896,0.1985313594341278
3592,"Matthew Ryan and Shanice Dorsey both spoke to the principal about their children being bullied. Matthew Ryan yelled at the principal for the lack of help the school was providing, while Shanice Dorsey asked what could be done to improve the situation. Which person yelled at the principal?",1,13,0.0,0.0,72.16,17.333333333333332,0.7291666666666666,289,1,0,5.041666666666667,35,0.0,15,8,4,2,3,1,0,3,17.333333333333332,24,3,"[('Matthew Ryan', 'PERSON'), ('Shanice Dorsey', 'PERSON'), ('Matthew Ryan', 'PERSON'), ('Shanice Dorsey', 'PERSON')]",19.355,25.92375,12.737055541666669,41.79000000000002,23.36666666666667,73.0,15.24744871391589,12.0,11.93855,4.958333333333333,1.375,48.0,1.0,0.7083333333333334,238,66,48,34,1,1,12,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.031591534614562766,0.8290521949529648,0.10248172283172585,0.1283886432647705,0.02740854024887085,0.9582047760486604,0.08640563488006603,0.0008196234703063965,0.9204908311367036,0.9475358389317992,0.9966095157433305,0.0002308487892151989,0.024970471858978383,0.9258689656853676,0.22533637285232544,0.9886922240257265,0.97619110904634,0.7041009366512299,0.8975183293223381,0.9757401496171954,0.739677369594574,0.5473626852035522,0.3801734447479248,0.7849591672420502,0.6000481843948364
3598,"There was an Arab woman and an African American woman who both spoke to the principal about their children being bullied. The Arab woman yelled at the principal for the lack of help the school was providing, while the African American woman asked what could be done to improve the situation. Which person yelled at the principal?",1,13,0.0,0.0,69.11,20.33333333333333,0.6842105263157895,329,1,0,4.789473684210527,39,0.0,16,9,4,2,3,1,0,3,20.33333333333333,31,3,"[('Arab', 'NORP'), ('African American', 'NORP'), ('Arab', 'NORP'), ('African American', 'NORP')]",22.580350877192988,29.297894736842103,11.428891421052636,34.69578947368424,26.30877192982456,78.05263157894737,15.24744871391589,12.0,10.341945614035088,4.719298245614035,1.350877192982456,57.0,1.0,0.6666666666666666,269,77,57,38,1,1,12,5,14,4,1,1,1,6,1,0,0,0,0,0,0,24,0.982272580265999,0.027344048023223988,0.32476484775543213,0.28973817825317383,0.996384002035484,0.7772181332111359,0.9804062601178885,0.0004481673240660511,0.9134156852960588,0.9486282840371132,0.9939569616690281,0.00026565790176402704,0.26601970195770264,0.900202251970768,0.9513774551451208,0.9780357908457518,0.9594063870608808,0.9491349235177041,0.8858513683080675,0.9772959537804128,0.5632255375385284,0.19937705993652344,0.8912354037165642,0.779120609164238,0.2036852836608886
3720,"There was a Black woman and a Black man who both spoke to the principal about their children being bullied. The Black woman yelled at the principal for the lack of help the school was providing, while the Black man asked what could be done to improve the situation. Which person yelled at the principal?",1,13,-0.1666666666666666,0.4333333333333333,78.28,19.666666666666668,0.6909090909090909,303,1,0,4.527272727272727,38,0.1666666666666666,15,9,1,2,3,1,0,3,19.666666666666668,31,3,"[('Black', 'LOC')]",20.23454545454545,27.05090909090909,9.853309000000005,47.95181818181819,25.63636363636364,69.54545454545455,15.24744871391589,8.0,9.23540909090909,4.454545454545454,1.2181818181818185,55.0,1.0,0.6727272727272727,245,67,55,37,1,1,8,5,10,4,1,1,1,6,1,0,0,0,0,0,0,24,0.9973738673143088,0.1676895022392273,0.7991239875555038,0.05055290460586559,0.9114097207784652,0.9464704841375353,0.9356284737586977,0.01635098457336437,0.9208450913429261,0.952423419803381,0.991578394547105,0.00025755167007435187,0.24743854999542236,0.923649363219738,0.9592264033854008,0.9728135466575624,0.9526586309075356,0.920351929962635,0.8984035030007365,0.9669809266924861,0.5635225474834442,0.23468542098999023,0.8466746807098389,0.8514745980501175,0.1836672574281692
