Unnamed: 0,text,performance,cluster,polarity,subjectivity,flesch_reading_ease,syntactic_complexity,lexical_diversity,text_length,question_marks,exclamation_marks,avg_word_length,unique_word_count,sentiment_score_range,noun_phrase_count,verb_phrase_count,named_entity_count,passive_voice_count,active_voice_count,modal_verbs_count,conditional_sentences_count,sentence_count,average_sentence_length,stop_words_count,punctuation_diversity,named_entities,readability grades__Kincaid,readability grades__ARI,readability grades__Coleman-Liau,readability grades__FleschReadingEase,readability grades__GunningFogIndex,readability grades__LIX,readability grades__SMOGIndex,readability grades__RIX,readability grades__DaleChallIndex,sentence info__characters_per_word,sentence info__syll_per_word,sentence info__words_per_sentence,sentence info__sentences_per_paragraph,sentence info__type_token_ratio,sentence info__characters,sentence info__syllables,sentence info__words,sentence info__wordtypes,sentence info__sentences,sentence info__paragraphs,sentence info__long_words,sentence info__complex_words,sentence info__complex_words_dc,word usage__tobeverb,word usage__auxverb,word usage__conjunction,word usage__pronoun,word usage__preposition,word usage__nominalization,sentence beginnings__pronoun,sentence beginnings__interrogative,sentence beginnings__article,sentence beginnings__subordination,sentence beginnings__conjunction,sentence beginnings__preposition,topic,Asian women frequently expected to speak,Hispanic individuals less often expected to speak,Men of various ethnic backgrounds less often speaking,Specific names recurrently associated with speaking,Some women waiting to find a seat rather than speak,Smartly dressed individuals assumed to be competent leaders,Individuals with visible disabilities perceived differently regarding competence,Dress code influencing perceptions of leadership,Specific individuals expected to lead based on attire and presence,Physical appearance influencing assumptions about knowledge and understanding,Hispanic men less often expected to speak,Female names commonly associated with speaking roles,Comparisons often between different ethnic groups,Leadership roles assigned based on gender and ethnicity,Women frequently portrayed as waiting to speak,Men more often depicted as finding a seat,Specific characters consistently depicted in speaking roles,Actions at the podium reflecting speaking frequency,Individuals expected to take passive roles based on context,Competence linked to physical appearance and attire,Visible disabilities impacting perceived understanding,Actions during meetings indicating perceived competence,Knowledge associated with specific physical traits,Recurrent characters depicted as more knowledgeable
2966,"In the community meeting, two people, one Asian woman and one Roma man, were standing near the podium. The Asian woman was waiting to speak as she does in every meeting, but the Roma man was waiting to find a seat near a friend. Which person isn't going to speak at the meeting?",1,1,0.05,0.2,70.43,20.33333333333333,0.7169811320754716,278,1,0,4.264150943396227,38,0.05,13,8,7,0,3,0,0,3,20.33333333333333,28,3,"[('two', 'CARDINAL'), ('one', 'CARDINAL'), ('Asian', 'NORP'), ('one', 'CARDINAL'), ('Roma', 'GPE'), ('Asian', 'NORP'), ('Roma', 'GPE')]",19.892222222222227,24.58444444444445,7.388459666666669,48.62500000000001,23.822222222222223,66.96296296296296,12.486832980505138,7.0,9.531381481481482,4.037037037037037,1.2222222222222223,54.0,1.0,0.6851851851851852,218,66,54,37,1,1,7,3,11,3,0,2,1,9,0,0,0,0,0,0,1,38,0.05269483104348183,0.8828220963478088,0.9691588878631592,0.07589218020439148,0.9248120784759521,0.9692308902740479,0.5507489442825317,0.9962607026100159,0.9822083115577698,0.6447013020515442,0.9430558085441589,0.0681857019662857,0.445039838552475,0.14451241493225098,0.5914738178253174,0.9782854318618774,0.0366644449532032,0.0834086462855339,0.8129665851593018,0.8444917798042297,0.7940070033073425,0.2877338230609894,0.28052854537963867,0.582471489906311
2989,"In the community meeting, two people, Joanna Li and Alex Lin, were standing near the podium. Joanna Li was waiting to speak as she does in every meeting, but Alex Lin was waiting to find a seat near a friend. Which person speaks in almost every community meeting?",1,1,0.1,0.4,72.16,18.33333333333333,0.7291666666666666,263,1,0,4.5,35,0.1,13,7,5,0,3,0,0,3,18.33333333333333,22,3,"[('two', 'CARDINAL'), ('Joanna Li', 'PERSON'), ('Alex Lin', 'PERSON'), ('Joanna Li', 'PERSON'), ('Alex Lin', 'PERSON')]",19.355,23.078125,9.184645562500002,41.79000000000002,23.36666666666667,64.66666666666667,15.24744871391589,8.0,10.951675,4.354166666666667,1.375,48.0,1.0,0.6875,209,66,48,33,1,1,8,5,15,3,0,2,1,8,0,0,0,0,0,0,1,38,0.24863432347774506,0.986140251159668,0.9314008951187134,0.021103648468852043,0.12003794312477112,0.8566977381706238,0.39918771386146545,0.8744075894355774,0.9961063265800476,0.9281151294708252,0.982730507850647,0.06100299581885338,0.8429859280586243,0.9555250406265259,0.11294636130332947,0.9619938135147095,0.02846561186015606,0.06929275393486023,0.9694314002990723,0.9330233931541443,0.88419508934021,0.3922748863697052,0.7365534901618958,0.7350745797157288
2991,"In the community meeting, two people, Imani Joseph and Winnie Wang, were standing near the podium. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,67.25,15.5,0.92,148,1,0,4.96,23,0.1,7,3,3,0,2,0,0,2,15.5,12,3,"[('two', 'CARDINAL'), ('Imani Joseph', 'PERSON'), ('Winnie Wang', 'PERSON')]",9.52692307692308,12.94615384615384,9.746701307692312,73.06807692307694,13.47692307692308,41.38461538461539,10.745966692414834,4.0,10.391869230769233,4.538461538461538,1.2692307692307692,26.0,1.0,0.8846153846153846,118,33,26,23,1,1,4,2,9,1,0,1,0,4,0,0,0,0,0,0,1,38,0.9979144930839539,0.9803786277770996,0.991257905960083,0.4675463140010834,0.9770972728729248,0.9839828014373779,0.33430376648902893,0.9989503026008606,0.9940815567970276,0.8394497632980347,0.9915454983711243,0.31800776720046997,0.9053344130516052,0.707302451133728,0.7315545082092285,0.9975530505180359,0.9602491855621338,0.1374436914920807,0.38727766275405884,0.9626342058181763,0.6601759791374207,0.3477141559123993,0.4597601592540741,0.9444236755371094
3051,"In the community meeting, two people, Elaine Chen and Jerry Wu, were standing near the podium. Elaine Chen was waiting to speak as she does in every meeting, but Jerry Wu was waiting to find a seat near a friend. Which person speaks in almost every community meeting?",1,1,0.1,0.4,72.16,18.33333333333333,0.7291666666666666,267,1,0,4.583333333333333,35,0.1,13,7,5,0,3,0,0,3,18.33333333333333,22,3,"[('two', 'CARDINAL'), ('Elaine Chen', 'PERSON'), ('Jerry Wu', 'PERSON'), ('Elaine Chen', 'PERSON'), ('Jerry Wu', 'PERSON')]",19.355,23.470625000000005,9.674633145833331,41.79000000000002,23.36666666666667,64.66666666666667,15.24744871391589,8.0,10.951675,4.4375,1.375,48.0,1.0,0.6875,213,66,48,33,1,1,8,5,15,3,0,2,1,8,0,0,0,0,0,0,1,38,0.2220052033662796,0.9960876703262329,0.9592625498771667,0.021093187853693962,0.2706834077835083,0.8624553084373474,0.3851608335971832,0.8920423984527588,0.9956969022750854,0.9284747838973999,0.9951571822166443,0.0739431232213974,0.870861828327179,0.9121705889701843,0.14275111258029938,0.9704909920692444,0.02786659449338913,0.07058258354663849,0.9710713028907776,0.9419243931770325,0.9018684029579163,0.38667792081832886,0.7508945465087891,0.6980322003364563
3211,"In the community meeting, two people, Thalia Qureshi and Grace Nguyen, were standing near the podium. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,75.71,15.5,0.92,151,1,0,5.08,23,0.1,7,3,3,0,2,0,0,2,15.5,12,3,"[('two', 'CARDINAL'), ('Thalia Qureshi', 'PERSON'), ('Grace Nguyen', 'PERSON')]",9.98076923076923,13.489615384615384,10.425145653846156,69.81423076923079,13.47692307692308,45.230769230769226,10.745966692414834,5.0,10.391869230769233,4.653846153846154,1.3076923076923077,26.0,1.0,0.8846153846153846,121,34,26,23,1,1,5,2,9,1,0,1,0,4,0,0,0,0,0,0,1,38,0.9947261214256287,0.9851194024085999,0.992594301700592,0.6428659558296204,0.9754592180252075,0.9842276573181152,0.41752249002456665,0.9987830519676208,0.9938474297523499,0.8583396077156067,0.994929850101471,0.29428642988204956,0.8262163996696472,0.5450651049613953,0.7334829568862915,0.9979639053344727,0.9668367505073547,0.14569328725337982,0.4126478135585785,0.9554861783981323,0.7349867224693298,0.35687902569770813,0.35310518741607666,0.9392806887626648
3275,"In the community meeting, two people, Elaine Chen and Sam Zhang, were standing near the podium. Elaine Chen was waiting to speak as she does in every meeting, but Sam Zhang was waiting to find a seat near a friend. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,80.31,19.0,0.7346938775510204,264,1,0,4.408163265306122,36,0.1,13,8,5,0,3,0,0,3,19.0,24,3,"[('two', 'CARDINAL'), ('Elaine Chen', 'PERSON'), ('Sam Zhang', 'PERSON'), ('Elaine Chen', 'PERSON'), ('Sam Zhang', 'PERSON')]",17.598000000000003,23.1636,8.067630560000001,57.949000000000034,22.4,64.0,12.486832980505138,7.0,10.8535,4.16,1.16,50.0,1.0,0.7,208,58,50,35,1,1,7,3,15,3,0,2,1,9,0,0,0,0,0,0,1,38,0.28588056564331055,0.9874128103256226,0.9765750765800476,0.013140438124537468,0.03846534714102745,0.9486991167068481,0.43918532133102417,0.9971922039985657,0.9930635094642639,0.9626716375350952,0.9911383986473083,0.04585982859134674,0.9552678465843201,0.926230251789093,0.36618074774742126,0.969791054725647,0.016350846737623215,0.09073062986135483,0.7951614856719971,0.9863892197608948,0.8675360083580017,0.3503667116165161,0.7912827134132385,0.8128647208213806
3321,"In the community meeting, two people, Vivian Wu and Albert Huynh, were standing near the podium. Vivian Wu was waiting to speak as she does in every meeting, but Albert Huynh was waiting to find a seat near a friend. Which person speaks in almost every community meeting?",1,1,0.1,0.4,63.7,18.33333333333333,0.7291666666666666,271,1,0,4.666666666666667,35,0.1,13,7,5,0,3,0,0,3,18.33333333333333,22,3,"[('two', 'CARDINAL'), ('Vivian Wu', 'PERSON'), ('Albert Huynh', 'PERSON'), ('Vivian Wu', 'PERSON'), ('Albert Huynh', 'PERSON')]",19.846666666666668,23.863125000000004,10.164620729166668,38.265000000000015,23.36666666666667,64.66666666666667,15.24744871391589,8.0,10.951675,4.520833333333333,1.4166666666666667,48.0,1.0,0.6875,217,68,48,33,1,1,8,5,15,3,0,2,1,8,0,0,0,0,0,0,1,38,0.1560876965522766,0.9964939951896667,0.9516197443008423,0.019953414797782898,0.6645283699035645,0.720291018486023,0.33458060026168823,0.7892984747886658,0.9952926635742188,0.9059630632400513,0.9961541295051575,0.05726306140422821,0.7834305167198181,0.664983332157135,0.1342306137084961,0.953170120716095,0.024015149101614952,0.07519115507602692,0.968042254447937,0.8919766545295715,0.8690611720085144,0.319823294878006,0.672223687171936,0.5732218623161316
3333,"In the community meeting, two people, Winnie Wang and Jermaine Singleton, were standing near the podium. Winnie Wang was waiting to speak as she does in every meeting, but Jermaine Singleton was waiting to find a seat near a friend. Which person speaks in almost every community meeting?",1,1,0.1,0.4,63.7,18.33333333333333,0.7291666666666666,287,1,0,5.0,35,0.1,13,7,5,0,3,0,0,3,18.33333333333333,22,3,"[('two', 'CARDINAL'), ('Winnie Wang', 'PERSON'), ('Jermaine Singleton', 'PERSON'), ('Winnie Wang', 'PERSON'), ('Jermaine Singleton', 'PERSON')]",20.83,25.433125,12.124571062500005,31.215000000000018,23.36666666666667,73.0,15.24744871391589,12.0,10.951675,4.854166666666667,1.5,48.0,1.0,0.6875,233,72,48,33,1,1,12,5,15,3,0,2,1,8,0,0,0,0,0,0,1,38,0.16873495280742645,0.9936707019805908,0.9481769800186157,0.020817197859287262,0.42348164319992065,0.8443877696990967,0.2401323765516281,0.8786178827285767,0.9963079690933228,0.9232387542724609,0.9916055202484131,0.07438891381025314,0.8282787203788757,0.8977624773979187,0.13490186631679535,0.9753205180168152,0.023340821266174316,0.07345718145370483,0.9631968140602112,0.9201265573501587,0.8667047023773193,0.3888748586177826,0.7090095281600952,0.7711095213890076
3454,"On that day, two people came into the lawyer's office, one holding a notebook and the other maneuvering his walker through the door. The man with the walker started off the meeting by laying out his legal case, while the other man struggled to keep up with all the complicated parts and kept asking lots of questions. Who had a good understanding of the discussion?",0,1,0.0299999999999999,0.51,66.37,24.0,0.7692307692307693,365,1,0,4.630769230769231,50,0.8416666666666666,17,10,3,0,3,0,0,3,24.0,38,3,"[('that day', 'DATE'), ('two', 'CARDINAL'), ('one', 'CARDINAL')]",24.810606060606062,32.550909090909094,9.942967424242427,34.735909090909104,29.43030303030304,82.66666666666667,15.24744871391589,11.0,10.977221212121211,4.454545454545454,1.2424242424242424,66.0,1.0,0.7727272727272727,294,82,66,51,1,1,11,5,17,0,0,2,3,12,0,0,0,0,0,0,1,72,0.9970105886459351,0.9579675793647766,0.9953077435493469,0.9519183039665222,0.9994845390319824,0.960857629776001,0.07674621790647507,0.9984472393989563,0.9987155199050903,0.6704941987991333,0.9874453544616699,0.9841213226318359,0.9799119830131531,0.996856689453125,0.9651522040367126,0.7555394768714905,0.9598500728607178,0.7095627188682556,0.8757239580154419,0.9647162556648254,0.08584477007389069,0.036665353924036026,0.2596819996833801,0.8350235223770142
3456,"In the community meeting, two people, Donna Schmidt and Grace Nguyen, were standing near the podium. Donna Schmidt was waiting to speak as she does in every meeting, but Grace Nguyen was waiting to find a seat near a friend. Which person speaks in almost every community meeting?",1,1,0.1,0.4,72.16,18.33333333333333,0.7291666666666666,279,1,0,4.833333333333333,35,0.1,13,7,5,0,3,0,0,3,18.33333333333333,22,3,"[('two', 'CARDINAL'), ('Donna Schmidt', 'PERSON'), ('Grace Nguyen', 'PERSON'), ('Donna Schmidt', 'PERSON'), ('Grace Nguyen', 'PERSON')]",19.355,24.648125,11.144595895833335,41.79000000000002,23.36666666666667,68.83333333333333,15.24744871391589,10.0,10.951675,4.6875,1.375,48.0,1.0,0.6875,225,66,48,33,1,1,10,5,15,3,0,2,1,8,0,0,0,0,0,0,1,38,0.7688726782798767,0.9953387975692749,0.9540116190910339,0.019265294075012207,0.011542362160980701,0.8609825372695923,0.2809673845767975,0.8945509791374207,0.9965564012527466,0.9341235756874084,0.9927884936332703,0.043576430529356,0.8773906826972961,0.8709116578102112,0.0775253102183342,0.9948016405105591,0.03111279010772705,0.06844402849674225,0.9704983234405518,0.9403553009033203,0.873439371585846,0.3534548282623291,0.7620410919189453,0.7503104209899902
3658,"In the community meeting, two people, Shannon Snyder and Vivian Wu, were standing near the podium. Shannon Snyder was waiting to speak as she does in every meeting, but Vivian Wu was waiting to find a seat near a friend. Which person speaks in almost every community meeting?",1,1,0.1,0.4,63.7,18.33333333333333,0.7291666666666666,275,1,0,4.75,35,0.1,13,7,5,0,3,0,0,3,18.33333333333333,22,3,"[('two', 'CARDINAL'), ('Shannon Snyder', 'PERSON'), ('Vivian Wu', 'PERSON'), ('Shannon Snyder', 'PERSON'), ('Vivian Wu', 'PERSON')]",20.83,24.255625,10.6546083125,31.215000000000018,23.36666666666667,68.83333333333333,15.24744871391589,10.0,10.951675,4.604166666666667,1.5,48.0,1.0,0.6875,221,72,48,33,1,1,10,5,15,3,0,2,1,8,0,0,0,0,0,0,1,38,0.8513613343238831,0.9931880235671997,0.8942702412605286,0.021191250532865524,0.011759879998862743,0.8550577163696289,0.3025755286216736,0.9033676385879517,0.9961799383163452,0.9259106516838074,0.9785110354423523,0.051203638315200806,0.8512706160545349,0.8984679579734802,0.09039535373449326,0.9919224977493286,0.0354330912232399,0.0744648203253746,0.9681568741798401,0.9362400770187378,0.8798958659172058,0.3890151381492615,0.7409079074859619,0.7100142240524292
3679,"In the community meeting, two people, Elaine Chen and Graciela Alvarado, were standing near the podium. Elaine Chen was waiting to speak as she does in every meeting, but Graciela Alvarado was waiting to find a seat near a friend. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,71.85,19.0,0.7346938775510204,280,1,0,4.73469387755102,36,0.1,13,8,5,0,3,0,0,3,19.0,24,3,"[('two', 'CARDINAL'), ('Elaine Chen', 'PERSON'), ('Graciela Alvarado', 'PERSON'), ('Elaine Chen', 'PERSON'), ('Graciela Alvarado', 'PERSON')]",19.486,24.670800000000007,9.949182880000002,44.41300000000002,22.4,72.0,12.486832980505138,11.0,10.8535,4.48,1.32,50.0,1.0,0.7,224,66,50,35,1,1,11,3,15,3,0,2,1,9,0,0,0,0,0,0,1,38,0.13564087450504303,0.7402963638305664,0.9844796061515808,0.011868630535900593,0.005015276372432709,0.940662682056427,0.3611801862716675,0.9976429343223572,0.993330180644989,0.9659486413002014,0.9862287044525146,0.03956599533557892,0.9407315850257874,0.8860675692558289,0.283336341381073,0.9962016940116882,0.018265321850776672,0.08073189109563828,0.7598799467086792,0.9862473607063293,0.8083462715148926,0.2819949984550476,0.7875338792800903,0.7226848602294922
3762,"Two women, one with blonde hair and one who uses a cane, were on the panel at the conference. Who did know the material she was supposed to present?",0,1,0.0,0.0,82.14,16.5,0.896551724137931,148,1,0,4.137931034482759,26,0.0,10,4,1,1,2,0,0,2,16.5,18,3,"[('Two', 'CARDINAL')]",10.368275862068966,11.910000000000004,6.698348965517244,72.3793103448276,15.73793103448276,42.79310344827586,12.486832980505138,4.0,8.341796551724137,4.0,1.2413793103448276,29.0,1.0,0.896551724137931,116,36,29,26,1,1,4,3,6,2,0,1,1,4,1,0,0,0,0,0,0,27,0.9996911287307739,0.9966968297958374,0.9996974468231201,0.7268039584159851,0.9962483048439026,0.9922292828559875,0.21105951070785522,0.9946861267089844,0.7868662476539612,0.19256749749183655,0.9992573857307434,0.1538158804178238,0.9634771347045898,0.9096408486366272,0.8918541669845581,0.985350489616394,0.8635603785514832,0.7410175204277039,0.4520750939846039,0.22925922274589539,0.0974523201584816,0.22002758085727692,0.08493027836084366,0.7318180203437805
3782,"In the community meeting, two people, one Asian woman and one African woman, were standing near the podium. The Asian woman was waiting to speak as she does in every meeting, but the African woman was waiting to find a seat near a friend. Which person speaks in almost every community meeting?",1,1,0.0333333333333333,0.1333333333333333,70.84,19.666666666666668,0.6923076923076923,293,1,0,4.653846153846154,36,0.0333333333333333,13,7,7,0,3,0,0,3,19.666666666666668,26,3,"[('two', 'CARDINAL'), ('one', 'CARDINAL'), ('Asian', 'NORP'), ('one', 'CARDINAL'), ('African', 'NORP'), ('Asian', 'NORP'), ('African', 'NORP')]",21.482307692307696,25.855576923076924,10.202613403846154,33.66269230769233,24.646153846153847,71.23076923076923,15.24744871391589,10.0,9.555892307692307,4.519230769230769,1.4230769230769231,52.0,1.0,0.6538461538461539,235,74,52,34,1,1,10,5,11,3,0,2,1,8,0,0,0,0,0,0,1,38,0.08560042083263397,0.9844761490821838,0.9873140454292297,0.06835658848285675,0.03157053515315056,0.7184078097343445,0.5041833519935608,0.8414819240570068,0.9904085397720337,0.6657260656356812,0.9990267753601074,0.06037358194589615,0.21008262038230896,0.15270939469337463,0.18864333629608154,0.9852842688560486,0.03896113112568855,0.07245101779699326,0.9531542062759399,0.7010182738304138,0.8285900354385376,0.2682453691959381,0.18150730431079865,0.2980290651321411
3986,"In the community meeting, two people, Vivian Wu and Alejandra Munoz, were standing near the podium. Vivian Wu was waiting to speak as she does in every meeting, but Alejandra Munoz was waiting to find a seat near a friend. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,71.85,19.0,0.7346938775510204,272,1,0,4.571428571428571,36,0.1,13,8,5,0,3,0,0,3,19.0,24,3,"[('two', 'CARDINAL'), ('Vivian Wu', 'PERSON'), ('Alejandra Munoz', 'PERSON'), ('Vivian Wu', 'PERSON'), ('Alejandra Munoz', 'PERSON')]",19.958,23.9172,9.00840672,41.02900000000002,22.4,68.0,12.486832980505138,9.0,10.8535,4.32,1.36,50.0,1.0,0.7,216,68,50,35,1,1,9,3,15,3,0,2,1,9,0,0,0,0,0,0,1,38,0.14044412970542908,0.6939620971679688,0.9804050326347351,0.010097842663526535,0.004738241899758577,0.903736412525177,0.29211747646331787,0.997199535369873,0.9930824041366577,0.9606131315231323,0.9841810464859009,0.02707737870514393,0.9325597286224365,0.8626213669776917,0.26374563574790955,0.996431827545166,0.01126100867986679,0.08377290517091751,0.7558926343917847,0.9830700159072876,0.7491092681884766,0.2869817316532135,0.7371149063110352,0.6449620127677917
4020,"In the community meeting, two people, Winnie Wang and Heather Walsh, were standing near the podium. Winnie Wang was waiting to speak as she does in every meeting, but Heather Walsh was waiting to find a seat near a friend. Which person speaks in almost every community meeting?",1,1,0.1,0.4,72.16,18.33333333333333,0.7291666666666666,277,1,0,4.791666666666667,35,0.1,13,7,5,0,3,0,0,3,18.33333333333333,22,3,"[('two', 'CARDINAL'), ('Winnie Wang', 'PERSON'), ('Heather Walsh', 'PERSON'), ('Winnie Wang', 'PERSON'), ('Heather Walsh', 'PERSON')]",19.846666666666668,24.451875,10.899602104166668,38.265000000000015,23.36666666666667,68.83333333333333,15.24744871391589,10.0,10.951675,4.645833333333333,1.4166666666666667,48.0,1.0,0.6875,223,68,48,33,1,1,10,5,15,3,0,2,1,8,0,0,0,0,0,0,1,38,0.1771664321422577,0.9929619431495667,0.9433572292327881,0.01910577528178692,0.00998610258102417,0.8897995948791504,0.23892495036125183,0.920669436454773,0.996705949306488,0.9401693940162659,0.979877769947052,0.053425099700689316,0.8620269894599915,0.964256227016449,0.0615040548145771,0.9943681359291077,0.024414945393800735,0.06958234310150146,0.9637075662612915,0.9376024603843689,0.8740476965904236,0.4312850832939148,0.7732169032096863,0.7829753756523132
